write_read_fraction,num_key,data_size,write_average,read_average,ninety_five_write,ninety_five_read,total_time
0.9000,2.0000,2048.0000,1681.7128,1608.2806,NaN,1291.5000,16264187.0000
0.9000,2.0000,4096.0000,1763.1119,1660.5429,NaN,1350.0000,16812929.0000
0.9000,4.0000,32.0000,1581.3180,1519.5021,NaN,1234.0000,15332983.0000
0.9000,4.0000,64.0000,1573.5330,1532.5858,NaN,1251.0000,15444545.0000
0.9000,4.0000,128.0000,1615.1860,1596.7414,NaN,1240.5000,16057185.0000
0.9000,4.0000,256.0000,1602.0083,1558.6882,NaN,1281.0000,15704143.0000
0.9000,4.0000,512.0000,1654.8470,1613.3903,NaN,1275.0000,16255936.0000
0.9000,4.0000,1024.0000,1796.3337,1753.2101,NaN,1292.0000,17652597.0000
0.9000,4.0000,2048.0000,1665.6746,1604.8750,NaN,1287.0000,16213657.0000
0.9000,4.0000,4096.0000,1727.8719,1640.3956,NaN,1341.0000,16599884.0000
0.9000,8.0000,32.0000,1563.4920,1524.7824,NaN,1231.0000,15363234.0000
0.9000,8.0000,64.0000,1683.4142,1608.2350,NaN,1238.0000,16238628.0000
0.9000,8.0000,128.0000,1688.3260,1663.1534,NaN,1251.0000,16729248.0000
0.9000,8.0000,256.0000,1627.0051,1597.2925,NaN,1240.0000,16079534.0000
0.9000,8.0000,512.0000,1590.6684,1539.7175,NaN,1243.5000,15526966.0000
0.9000,8.0000,1024.0000,1607.4807,1548.6911,NaN,1241.0000,15624801.0000
0.9000,8.0000,2048.0000,1634.9171,1571.8224,NaN,1289.5000,15888611.0000
0.9000,8.0000,4096.0000,1693.3717,1610.2340,NaN,1319.5000,16295873.0000
0.9000,16.0000,32.0000,1521.3705,1494.9078,NaN,1207.0000,15053989.0000
0.9000,16.0000,64.0000,1530.5575,1491.7611,NaN,1206.0000,15035185.0000
0.9000,16.0000,128.0000,1519.6441,1493.1297,NaN,1205.0000,15033999.0000
0.9000,16.0000,256.0000,1560.4076,1486.1530,NaN,1214.5000,15015249.0000
0.9000,16.0000,512.0000,1561.8834,1525.8733,NaN,1229.5000,15370349.0000
0.9000,16.0000,1024.0000,1641.6677,1599.7206,NaN,1267.5000,16130762.0000
0.9000,16.0000,2048.0000,1734.5796,1672.0458,NaN,1283.0000,16870888.0000
0.9000,16.0000,4096.0000,1703.6718,1630.8591,NaN,1308.0000,16499721.0000
0.9000,32.0000,32.0000,1673.9756,1647.1466,NaN,1238.5000,16575844.0000
0.9000,32.0000,64.0000,1566.9990,1507.1600,NaN,1208.0000,15208621.0000
0.9000,32.0000,128.0000,1565.4193,1511.8074,NaN,1217.0000,15251180.0000
0.9000,32.0000,256.0000,1574.1876,1518.7864,NaN,1235.0000,15321543.0000
0.9000,32.0000,512.0000,1596.7096,1545.4612,NaN,1234.0000,15587656.0000
0.9000,32.0000,1024.0000,1699.0872,1663.7960,NaN,1267.0000,16755465.0000
0.9000,32.0000,2048.0000,1757.1929,1713.0383,NaN,1287.0000,17277380.0000
0.9000,32.0000,4096.0000,1761.8409,1684.2351,NaN,1320.5000,17029115.0000
